Year,County,Category,PerUnit,Species,AvgPrice,MinPrice,MaxPrice,NumReports
2011,penobscot,pulpwood,ton,Hemlock,6,0.5,11,113
2011,penobscot,pulpwood,ton,Mixed Hardwood,14,4,22,152
2011,penobscot,pulpwood,ton,Red Pine,4,3,6,8
2011,penobscot,pulpwood,ton,Spruce & Fir,14,6,28,143
2011,penobscot,pulpwood,ton,White Pine,3,0.5,9,61
2011,penobscot,sawlogs,MBF,Ash,186,74,301,48
2011,penobscot,sawlogs,MBF,Aspen/Poplar,96,50,116,4
2011,penobscot,sawlogs,MBF,Beech,88,30,99,10
2011,penobscot,sawlogs,MBF,Cedar,139,60,169,5
2011,penobscot,sawlogs,MBF,Hemlock,77,30,122,30
2011,penobscot,sawlogs,MBF,Red Oak,202,78,296,11
2011,penobscot,sawlogs,MBF,Red Pine,70,32,85,7
2011,penobscot,sawlogs,MBF,Red/White Maple,139,50,175,48
2011,penobscot,sawlogs,MBF,Spruce & Fir,135,45,200,48
2011,penobscot,sawlogs,MBF,Sugar Maple,196,112,320,57
2011,penobscot,sawlogs,MBF,White Birch,128,40,208,23
2011,penobscot,sawlogs,MBF,White Pine,160,43,200,67
2011,penobscot,sawlogs,MBF,Yellow Birch,247,60,341,48
2011,penobscot,veneer,MBF,Aspen/Poplar,100,100,100,4
2011,penobscot,veneer,MBF,Sugar Maple,685,400,954,21
2011,penobscot,veneer,MBF,White Birch,601,400,673,18
2011,penobscot,veneer,MBF,Yellow Birch,614,150,780,32
2011,piscataquis,boltwood,MBF,White Birch,128,50,205,27
2011,piscataquis,boltwood,MBF,Yellow Birch,146,65,195,20
2011,piscataquis,pulpwood,ton,Aspen/Poplar,14,7,27,50
2011,piscataquis,pulpwood,ton,Cedar,3,1,5,7
2011,piscataquis,pulpwood,ton,Hemlock,7,0.38,12,42
2011,piscataquis,pulpwood,ton,Mixed Hardwood,13,5,22,88
2011,piscataquis,pulpwood,ton,Spruce & Fir,14,6,21,95
2011,piscataquis,pulpwood,ton,White Pine,5,0.38,12,39
2011,piscataquis,sawlogs,MBF,Ash,146,60,310,44
2011,piscataquis,sawlogs,MBF,Aspen/Poplar,112,50,173,12
2011,piscataquis,sawlogs,MBF,Beech,125,12,195,7
2011,piscataquis,sawlogs,MBF,Cedar,120,50,142,16
2011,piscataquis,sawlogs,MBF,Hemlock,74,20,125,20
2011,piscataquis,sawlogs,MBF,Red Oak,200,110,250,4
2011,piscataquis,sawlogs,MBF,Red Pine,31,12,96,10
2011,piscataquis,sawlogs,MBF,Red/White Maple,137,60,234,54
2011,piscataquis,sawlogs,MBF,Spruce & Fir,134,65,189,51
2011,piscataquis,sawlogs,MBF,Sugar Maple,158,58,375,58
2011,piscataquis,sawlogs,MBF,White Birch,146,56,328,43
2011,piscataquis,sawlogs,MBF,White Pine,182,58,282,59
2011,piscataquis,sawlogs,MBF,Yellow Birch,170,100,380,59
2011,piscataquis,veneer,MBF,Sugar Maple,356,200,1166,38
2011,piscataquis,veneer,MBF,White Birch,470,180,780,36
2011,piscataquis,veneer,MBF,Yellow Birch,660,385,915,39
2011,sagadahoc,boltwood,MBF,White Birch,84,20,130,21
2011,sagadahoc,pulpwood,ton,Aspen/Poplar,10,4,22,63
2011,sagadahoc,pulpwood,ton,Hemlock,6,1,10,177
2011,sagadahoc,pulpwood,ton,Mixed Hardwood,6,1,15,235
2011,sagadahoc,pulpwood,ton,Red Pine,3,2,7,5
2011,sagadahoc,pulpwood,ton,Spruce & Fir,6,2,12,28
2011,sagadahoc,pulpwood,ton,White Pine,4,1,9,300
2011,sagadahoc,sawlogs,MBF,Ash,165,20,350,72
2011,sagadahoc,sawlogs,MBF,Beech,37,20,60,4
2011,sagadahoc,sawlogs,MBF,Hemlock,74,25,170,145
2011,sagadahoc,sawlogs,MBF,Red Oak,214,47,550,189
2011,sagadahoc,sawlogs,MBF,Red Pine,62,16,200,34
2011,sagadahoc,sawlogs,MBF,Red/White Maple,115,20,300,96
2011,sagadahoc,sawlogs,MBF,Spruce & Fir,112,30,190,78
2011,sagadahoc,sawlogs,MBF,Sugar Maple,173,25,330,62
2011,sagadahoc,sawlogs,MBF,White Birch,112,30,212,64
2011,sagadahoc,sawlogs,MBF,White Oak,133,20,300,29
2011,sagadahoc,sawlogs,MBF,White Pine,179,35,400,357
2011,sagadahoc,sawlogs,MBF,Yellow Birch,166,65,310,52
2011,sagadahoc,veneer,MBF,Red Oak,596,150,1160,104
2011,sagadahoc,veneer,MBF,Red/White Maple,128,100,800,4
2011,sagadahoc,veneer,MBF,Sugar Maple,450,275,700,5
2011,sagadahoc,veneer,MBF,White Birch,384,215,425,5
2011,sagadahoc,veneer,MBF,Yellow Birch,399,220,925,6
2011,somerset,boltwood,MBF,White Birch,89,45,152,18
2011,somerset,boltwood,MBF,Yellow Birch,63,50,205,7
2011,somerset,pulpwood,ton,Aspen/Poplar,11,6,18,56
2011,somerset,pulpwood,ton,Cedar,8,3,21,14
2011,somerset,pulpwood,ton,Hemlock,6,2,11,52
2011,somerset,pulpwood,ton,Mixed Hardwood,7,4,17,135
2011,somerset,pulpwood,ton,Spruce & Fir,11,2,22,100
2011,somerset,pulpwood,ton,White Pine,5,2,12,49
2011,somerset,sawlogs,MBF,Ash,153,60,276,50
2011,somerset,sawlogs,MBF,Aspen/Poplar,97,20,168,4
2011,somerset,sawlogs,MBF,Cedar,113,50,156,8
2011,somerset,sawlogs,MBF,Hemlock,65,30,100,18
2011,somerset,sawlogs,MBF,Red Oak,201,77,370,26
2011,somerset,sawlogs,MBF,Red Pine,131,30,175,6
2011,somerset,sawlogs,MBF,Red/White Maple,123,33,283,47
2011,somerset,sawlogs,MBF,Spruce & Fir,165,80,300,66
2011,somerset,sawlogs,MBF,Sugar Maple,180,45,535,66
2011,somerset,sawlogs,MBF,White Birch,103,35,338,62
2011,somerset,sawlogs,MBF,White Pine,149,76,218,66
2011,somerset,sawlogs,MBF,Yellow Birch,161,38,480,68
2011,somerset,veneer,MBF,Red Oak,444,125,620,12
2011,somerset,veneer,MBF,Sugar Maple,604,125,1150,29
2011,somerset,veneer,MBF,White Birch,501,125,738,35
2011,somerset,veneer,MBF,Yellow Birch,601,300,742,29
2011,waldo,boltwood,MBF,White Birch,127,60,170,24
2011,waldo,boltwood,MBF,Yellow Birch,98,40,150,4
2011,waldo,pulpwood,ton,Aspen/Poplar,9,4,16,99
2011,waldo,pulpwood,ton,Hemlock,5,1,11,105
2011,waldo,pulpwood,ton,Mixed Hardwood,7,3,16,158
2011,waldo,pulpwood,ton,Red Pine,7,5,10,7
2011,waldo,pulpwood,ton,Spruce & Fir,10,3,25,110
2011,waldo,pulpwood,ton,White Pine,4,1,8,170
2011,waldo,sawlogs,MBF,Ash,144,40,325,52
2011,waldo,sawlogs,MBF,Aspen/Poplar,105,97,130,10
2011,waldo,sawlogs,MBF,Beech,98,40,125,6
2011,waldo,sawlogs,MBF,Hemlock,63,30,125,84
2011,waldo,sawlogs,MBF,Red Oak,207,50,420,86
2011,waldo,sawlogs,MBF,Red Pine,86,10,133,12
2011,waldo,sawlogs,MBF,Red/White Maple,114,35,200,54
2011,waldo,sawlogs,MBF,Spruce & Fir,102,25,174,94
2011,waldo,sawlogs,MBF,Sugar Maple,202,90,450,38
2011,waldo,sawlogs,MBF,White Birch,136,40,337,66
2011,waldo,sawlogs,MBF,White Pine,156,35,430,227
2011,waldo,sawlogs,MBF,Yellow Birch,187,130,323,28
2011,waldo,veneer,MBF,Red Oak,414,203,975,36
2011,waldo,veneer,MBF,Sugar Maple,480,390,700,5
2011,waldo,veneer,MBF,White Birch,296,200,500,8
2011,waldo,veneer,MBF,Yellow Birch,290,250,450,4
2011,washington,pulpwood,ton,Aspen/Poplar,9,5,14,11
2011,washington,pulpwood,ton,Cedar,20,6,25,14
2011,washington,pulpwood,ton,Hemlock,9,0.4,12,23
2011,washington,pulpwood,ton,Mixed Hardwood,12,0.6,18,69
2011,washington,pulpwood,ton,Red Pine,12,4,13,7
2011,washington,pulpwood,ton,Spruce & Fir,11,0.84,22,80
2011,washington,pulpwood,ton,White Pine,5,3,9,11
2011,washington,sawlogs,MBF,Ash,174,100,175,4
2011,washington,sawlogs,MBF,Cedar,27,22,80,5
2011,washington,sawlogs,MBF,Hemlock,67,40,74,12
2011,washington,sawlogs,MBF,Red Pine,76,50,100,5
2011,washington,sawlogs,MBF,Red/White Maple,118,60,150,10
2011,washington,sawlogs,MBF,Spruce & Fir,69,33,204,30
2011,washington,sawlogs,MBF,White Pine,139,19,200,31
2011,washington,sawlogs,MBF,Yellow Birch,200,200,200,4
2011,york,boltwood,MBF,White Birch,84,20,130,21
2011,york,pulpwood,ton,Aspen/Poplar,10,4,22,63
2011,york,pulpwood,ton,Hemlock,6,1,10,177
2011,york,pulpwood,ton,Mixed Hardwood,6,1,15,235
2011,york,pulpwood,ton,Red Pine,3,2,7,5
2011,york,pulpwood,ton,Spruce & Fir,6,2,12,28
2011,york,pulpwood,ton,White Pine,4,1,9,300
2011,york,sawlogs,MBF,Ash,165,20,350,72
2011,york,sawlogs,MBF,Beech,37,20,60,4
2011,york,sawlogs,MBF,Hemlock,74,25,170,145
2011,york,sawlogs,MBF,Red Oak,214,47,550,189
2011,york,sawlogs,MBF,Red Pine,62,16,200,34
2011,york,sawlogs,MBF,Red/White Maple,115,20,300,96
2011,york,sawlogs,MBF,Spruce & Fir,112,30,190,78
2011,york,sawlogs,MBF,Sugar Maple,173,25,330,62
2011,york,sawlogs,MBF,White Birch,112,30,212,64
2011,york,sawlogs,MBF,White Oak,133,20,300,29
2011,york,sawlogs,MBF,White Pine,179,35,400,357
2011,york,sawlogs,MBF,Yellow Birch,166,65,310,52
2011,york,veneer,MBF,Red Oak,596,150,1160,104
2011,york,veneer,MBF,Red/White Maple,128,100,800,4
2011,york,veneer,MBF,Sugar Maple,450,275,700,5
2011,york,veneer,MBF,White Birch,384,215,425,5
2011,york,veneer,MBF,Yellow Birch,399,220,925,6
2012,androscoggin,boltwood,MBF,White Birch,58,30,100,16
2012,androscoggin,pulpwood,ton,Aspen/Poplar,12,2,24,92
2012,androscoggin,pulpwood,ton,Hemlock,6,2,12,183
2012,androscoggin,pulpwood,ton,Mixed Hardwood,8,3,20,277
2012,androscoggin,pulpwood,ton,Red Pine,7,5,9,4
2012,androscoggin,pulpwood,ton,Spruce & Fir,7,2,20,18
2012,androscoggin,pulpwood,ton,White Pine,4,2,11,310
2012,androscoggin,sawlogs,MBF,Ash,155,50,330,68
2012,androscoggin,sawlogs,MBF,Aspen/Poplar,177,50,282,8
2012,androscoggin,sawlogs,MBF,Beech,56,15,138,10
2012,androscoggin,sawlogs,MBF,Hemlock,71,20,169,162
2012,androscoggin,sawlogs,MBF,Red Oak,204,70,426,202
2012,androscoggin,sawlogs,MBF,Red Pine,82,20,130,38
2012,androscoggin,sawlogs,MBF,Red/White Maple,85,30,370,98
2012,androscoggin,sawlogs,MBF,Spruce & Fir,122,31,221,87
2012,androscoggin,sawlogs,MBF,Sugar Maple,237,50,408,52
2012,androscoggin,sawlogs,MBF,White Birch,109,43,192,62
2012,androscoggin,sawlogs,MBF,White Oak,160,20,355,46
2012,androscoggin,sawlogs,MBF,White Pine,175,29,320,387
2012,androscoggin,sawlogs,MBF,Yellow Birch,192,50,415,51
2012,androscoggin,veneer,MBF,Red Oak,536,252,1000,112
2012,androscoggin,veneer,MBF,Sugar Maple,396,200,1000,11
2012,androscoggin,veneer,MBF,White Birch,320,215,500,8
2012,androscoggin,veneer,MBF,Yellow Birch,513,300,575,9
2012,aroostook,boltwood,MBF,White Birch,203,50,283,40
2012,aroostook,boltwood,MBF,Yellow Birch,118,100,282,9
2012,aroostook,pulpwood,ton,Aspen/Poplar,13,3,24,102
2012,aroostook,pulpwood,ton,Cedar,12,3,30,36
2012,aroostook,pulpwood,ton,Hemlock,7,2,10,39
2012,aroostook,pulpwood,ton,Mixed Hardwood,11,3,23,165
2012,aroostook,pulpwood,ton,Spruce & Fir,15,2,26,115
2012,aroostook,sawlogs,MBF,Ash,189,47,339,54
2012,aroostook,sawlogs,MBF,Cedar,67,50,115,15
2012,aroostook,sawlogs,MBF,Hemlock,97,29,111,16
2012,aroostook,sawlogs,MBF,Red Oak,162,83,287,6
2012,aroostook,sawlogs,MBF,Red/White Maple,133,26,221,41
2012,aroostook,sawlogs,MBF,Spruce & Fir,117,80,199,34
2012,aroostook,sawlogs,MBF,Sugar Maple,215,75,355,68
2012,aroostook,sawlogs,MBF,White Birch,179,80,323,47
2012,aroostook,sawlogs,MBF,White Pine,119,83,200,19
2012,aroostook,sawlogs,MBF,Yellow Birch,212,69,341,60
2012,aroostook,veneer,MBF,Sugar Maple,788,400,1145,48
2012,aroostook,veneer,MBF,White Birch,503,145,821,43
2012,aroostook,veneer,MBF,Yellow Birch,769,200,1017,49
2012,cumberland,boltwood,MBF,White Birch,58,30,100,16
2012,cumberland,pulpwood,ton,Aspen/Poplar,12,2,24,92
2012,cumberland,pulpwood,ton,Hemlock,6,2,12,183
2012,cumberland,pulpwood,ton,Mixed Hardwood,8,3,20,277
2012,cumberland,pulpwood,ton,Red Pine,7,5,9,4
2012,cumberland,pulpwood,ton,Spruce & Fir,7,2,20,18
2012,cumberland,pulpwood,ton,White Pine,4,2,11,310
2012,cumberland,sawlogs,MBF,Ash,155,50,330,68
2012,cumberland,sawlogs,MBF,Aspen/Poplar,177,50,282,8
2012,cumberland,sawlogs,MBF,Beech,56,15,138,10
2012,cumberland,sawlogs,MBF,Hemlock,71,20,169,162
2012,cumberland,sawlogs,MBF,Red Oak,204,70,426,202
2012,cumberland,sawlogs,MBF,Red Pine,82,20,130,38
2012,cumberland,sawlogs,MBF,Red/White Maple,85,30,370,98
2012,cumberland,sawlogs,MBF,Spruce & Fir,122,31,221,87
2012,cumberland,sawlogs,MBF,Sugar Maple,237,50,408,52
2012,cumberland,sawlogs,MBF,White Birch,109,43,192,62
2012,cumberland,sawlogs,MBF,White Oak,160,20,355,46
2012,cumberland,sawlogs,MBF,White Pine,175,29,320,387
2012,cumberland,sawlogs,MBF,Yellow Birch,192,50,415,51
2012,cumberland,veneer,MBF,Red Oak,536,252,1000,112
2012,cumberland,veneer,MBF,Sugar Maple,396,200,1000,11
2012,cumberland,veneer,MBF,White Birch,320,215,500,8
2012,cumberland,veneer,MBF,Yellow Birch,513,300,575,9
2012,franklin,boltwood,MBF,Sugar Maple,200,40,236,4
2012,franklin,boltwood,MBF,White Birch,120,39,300,29
2012,franklin,pulpwood,ton,Aspen/Poplar,12,7,22,61
2012,franklin,pulpwood,ton,Hemlock,7,4,12,40
2012,franklin,pulpwood,ton,Mixed Hardwood,9,5,20,93
2012,franklin,pulpwood,ton,Spruce & Fir,15,4,33,64
2012,franklin,pulpwood,ton,White Pine,5,3,10,36
2012,franklin,sawlogs,MBF,Ash,139,70,193,45
2012,franklin,sawlogs,MBF,Aspen/Poplar,100,75,160,6
2012,franklin,sawlogs,MBF,Hemlock,55,45,70,13
2012,franklin,sawlogs,MBF,Red Oak,174,109,245,26
2012,franklin,sawlogs,MBF,Red/White Maple,138,25,244,43
2012,franklin,sawlogs,MBF,Spruce & Fir,122,60,164,51
2012,franklin,sawlogs,MBF,Sugar Maple,224,55,451,59
2012,franklin,sawlogs,MBF,White Birch,171,49,281,57
2012,franklin,sawlogs,MBF,White Pine,139,50,200,55
2012,franklin,sawlogs,MBF,Yellow Birch,261,76,353,54
2012,franklin,veneer,MBF,Red Oak,436,338,880,12
2012,franklin,veneer,MBF,Sugar Maple,658,300,872,25
2012,franklin,veneer,MBF,White Birch,466,263,800,21
2012,franklin,veneer,MBF,Yellow Birch,783,178,944,21
2012,hancock,boltwood,MBF,White Birch,135,29,220,16
2012,hancock,pulpwood,ton,Aspen/Poplar,16,6,24,23
2012,hancock,pulpwood,ton,Cedar,6,4,8,5
2012,hancock,pulpwood,ton,Hemlock,4,2,9,13
2012,hancock,pulpwood,ton,Mixed Hardwood,14,5,23,44
2012,hancock,pulpwood,ton,Spruce & Fir,12,4,25,69
2012,hancock,pulpwood,ton,White Pine,3,2,7,11
2012,hancock,sawlogs,MBF,Ash,142,122,164,7
2012,hancock,sawlogs,MBF,Cedar,74,32,100,4
2012,hancock,sawlogs,MBF,Hemlock,60,30,85,7
2012,hancock,sawlogs,MBF,Red Oak,181,64,211,5
2012,hancock,sawlogs,MBF,Red/White Maple,137,60,183,13
2012,hancock,sawlogs,MBF,Spruce & Fir,115,50,162,41
2012,hancock,sawlogs,MBF,Sugar Maple,178,100,275,9
2012,hancock,sawlogs,MBF,White Birch,141,46,205,9
2012,hancock,sawlogs,MBF,White Pine,141,63,320,33
2012,hancock,sawlogs,MBF,Yellow Birch,234,60,280,11
2012,hancock,veneer,MBF,Sugar Maple,785,750,854,4
2012,hancock,veneer,MBF,White Birch,515,205,611,6
2012,hancock,veneer,MBF,Yellow Birch,615,200,669,7
2012,kennebec,boltwood,MBF,White Birch,133,70,200,22
2012,kennebec,pulpwood,ton,Aspen/Poplar,9,2,20,96
2012,kennebec,pulpwood,ton,Hemlock,6,2,14,127
2012,kennebec,pulpwood,ton,Mixed Hardwood,7,2,17,210
2012,kennebec,pulpwood,ton,Spruce & Fir,9,1,18,112
2012,kennebec,pulpwood,ton,White Pine,4,2,10,172
2012,kennebec,sawlogs,MBF,Ash,152,57,400,57
2012,kennebec,sawlogs,MBF,Aspen/Poplar,124,75,190,6
2012,kennebec,sawlogs,MBF,Cedar,41,35,155,4
2012,kennebec,sawlogs,MBF,Hemlock,65,25,135,113
2012,kennebec,sawlogs,MBF,Red Oak,206,50,401,99
2012,kennebec,sawlogs,MBF,Red Pine,61,28,112,11
2012,kennebec,sawlogs,MBF,Red/White Maple,99,30,283,44
2012,kennebec,sawlogs,MBF,Spruce & Fir,100,35,200,106
2012,kennebec,sawlogs,MBF,Sugar Maple,179,50,444,38
2012,kennebec,sawlogs,MBF,White Birch,149,40,300,67
2012,kennebec,sawlogs,MBF,White Oak,129,41,135,5
2012,kennebec,sawlogs,MBF,White Pine,158,27,335,210
2012,kennebec,sawlogs,MBF,Yellow Birch,196,65,355,29
2012,kennebec,veneer,MBF,Red Oak,446,127,975,37
2012,kennebec,veneer,MBF,Sugar Maple,443,177,875,7
2012,kennebec,veneer,MBF,White Birch,273,180,315,5
2012,kennebec,veneer,MBF,Yellow Birch,396,275,450,6
2012,knox,boltwood,MBF,White Birch,133,70,200,22
2012,knox,pulpwood,ton,Aspen/Poplar,9,2,20,96
2012,knox,pulpwood,ton,Hemlock,6,2,14,127
2012,knox,pulpwood,ton,Mixed Hardwood,7,2,17,210
2012,knox,pulpwood,ton,Spruce & Fir,9,1,18,112
2012,knox,pulpwood,ton,White Pine,4,2,10,172
2012,knox,sawlogs,MBF,Ash,152,57,400,57
2012,knox,sawlogs,MBF,Aspen/Poplar,124,75,190,6
2012,knox,sawlogs,MBF,Cedar,41,35,155,4
2012,knox,sawlogs,MBF,Hemlock,65,25,135,113
2012,knox,sawlogs,MBF,Red Oak,206,50,401,99
2012,knox,sawlogs,MBF,Red Pine,61,28,112,11
2012,knox,sawlogs,MBF,Red/White Maple,99,30,283,44
2012,knox,sawlogs,MBF,Spruce & Fir,100,35,200,106
2012,knox,sawlogs,MBF,Sugar Maple,179,50,444,38
2012,knox,sawlogs,MBF,White Birch,149,40,300,67
2012,knox,sawlogs,MBF,White Oak,129,41,135,5
2012,knox,sawlogs,MBF,White Pine,158,27,335,210
2012,knox,sawlogs,MBF,Yellow Birch,196,65,355,29
2012,knox,veneer,MBF,Red Oak,446,127,975,37
2012,knox,veneer,MBF,Sugar Maple,443,177,875,7
2012,knox,veneer,MBF,White Birch,273,180,315,5
2012,knox,veneer,MBF,Yellow Birch,396,275,450,6
2012,lincoln,boltwood,MBF,White Birch,133,70,200,22
2012,lincoln,pulpwood,ton,Aspen/Poplar,9,2,20,96
2012,lincoln,pulpwood,ton,Hemlock,6,2,14,127
2012,lincoln,pulpwood,ton,Mixed Hardwood,7,2,17,210
2012,lincoln,pulpwood,ton,Spruce & Fir,9,1,18,112
2012,lincoln,pulpwood,ton,White Pine,4,2,10,172
2012,lincoln,sawlogs,MBF,Ash,152,57,400,57
2012,lincoln,sawlogs,MBF,Aspen/Poplar,124,75,190,6
2012,lincoln,sawlogs,MBF,Cedar,41,35,155,4
2012,lincoln,sawlogs,MBF,Hemlock,65,25,135,113
2012,lincoln,sawlogs,MBF,Red Oak,206,50,401,99
2012,lincoln,sawlogs,MBF,Red Pine,61,28,112,11
2012,lincoln,sawlogs,MBF,Red/White Maple,99,30,283,44
2012,lincoln,sawlogs,MBF,Spruce & Fir,100,35,200,106
2012,lincoln,sawlogs,MBF,Sugar Maple,179,50,444,38
2012,lincoln,sawlogs,MBF,White Birch,149,40,300,67
2012,lincoln,sawlogs,MBF,White Oak,129,41,135,5
2012,lincoln,sawlogs,MBF,White Pine,158,27,335,210
2012,lincoln,sawlogs,MBF,Yellow Birch,196,65,355,29
2012,lincoln,veneer,MBF,Red Oak,446,127,975,37
2012,lincoln,veneer,MBF,Sugar Maple,443,177,875,7
2012,lincoln,veneer,MBF,White Birch,273,180,315,5
2012,lincoln,veneer,MBF,Yellow Birch,396,275,450,6
2012,oxford,boltwood,MBF,Sugar Maple,211,120,239,10
2012,oxford,boltwood,MBF,White Birch,142,40,239,13
2012,oxford,boltwood,MBF,Yellow Birch,174,120,186,10
2012,oxford,pulpwood,ton,Aspen/Poplar,11,5,21,51
2012,oxford,pulpwood,ton,Hemlock,7,2,11,76
2012,oxford,pulpwood,ton,Mixed Hardwood,9,3,21,143
2012,oxford,pulpwood,ton,Spruce & Fir,15,2,19,33
2012,oxford,pulpwood,ton,White Pine,4,2,11,107
2012,oxford,sawlogs,MBF,Ash,164,50,300,50
2012,oxford,sawlogs,MBF,Aspen/Poplar,156,50,250,10
2012,oxford,sawlogs,MBF,Hemlock,72,30,170,47
2012,oxford,sawlogs,MBF,Red Oak,235,63,400,71
2012,oxford,sawlogs,MBF,Red Pine,56,20,84,13
2012,oxford,sawlogs,MBF,Red/White Maple,159,26,245,60
2012,oxford,sawlogs,MBF,Spruce & Fir,102,31,235,70
2012,oxford,sawlogs,MBF,Sugar Maple,277,50,450,56
2012,oxford,sawlogs,MBF,White Birch,206,41,250,56
2012,oxford,sawlogs,MBF,White Oak,203,50,206,5
2012,oxford,sawlogs,MBF,White Pine,180,32,322,146
2012,oxford,sawlogs,MBF,Yellow Birch,300,75,400,56
2012,oxford,veneer,MBF,Red Oak,471,210,937,31
2012,oxford,veneer,MBF,Sugar Maple,758,200,1159,30
2012,oxford,veneer,MBF,White Birch,589,250,801,24
2012,oxford,veneer,MBF,Yellow Birch,782,250,1160,27
2012,penobscot,boltwood,MBF,Sugar Maple,125,75,200,20
2012,penobscot,boltwood,MBF,White Birch,166,40,253,54
2012,penobscot,boltwood,MBF,Yellow Birch,222,90,235,8
2012,penobscot,pulpwood,ton,Aspen/Poplar,12,2,27,92
2012,penobscot,pulpwood,ton,Cedar,16,2,19,40
2012,penobscot,pulpwood,ton,Hemlock,6,2,14,117
2012,penobscot,pulpwood,ton,Mixed Hardwood,11,2,23,195
2012,penobscot,pulpwood,ton,Red Pine,8,2,12,8
2012,penobscot,pulpwood,ton,Spruce & Fir,14,0.62,24,169
2012,penobscot,pulpwood,ton,White Pine,4,2,10,54
2012,penobscot,sawlogs,MBF,Ash,181,50,400,63
2012,penobscot,sawlogs,MBF,Beech,48,17,83,9
2012,penobscot,sawlogs,MBF,Cedar,64,50,160,7
2012,penobscot,sawlogs,MBF,Hemlock,76,30,125,36
2012,penobscot,sawlogs,MBF,Red Oak,212,80,400,26
2012,penobscot,sawlogs,MBF,Red Pine,79,20,150,12
2012,penobscot,sawlogs,MBF,Red/White Maple,124,36,208,57
2012,penobscot,sawlogs,MBF,Spruce & Fir,130,20,191,53
2012,penobscot,sawlogs,MBF,Sugar Maple,199,60,450,72
2012,penobscot,sawlogs,MBF,White Birch,159,67,400,27
2012,penobscot,sawlogs,MBF,White Pine,156,40,240,96
2012,penobscot,sawlogs,MBF,Yellow Birch,215,80,375,66
2012,penobscot,veneer,MBF,Red Oak,385,240,525,5
2012,penobscot,veneer,MBF,Red/White Maple,425,100,750,4
2012,penobscot,veneer,MBF,Sugar Maple,572,175,1029,37
2012,penobscot,veneer,MBF,White Birch,550,250,800,26
2012,penobscot,veneer,MBF,Yellow Birch,566,150,723,40
2012,piscataquis,boltwood,MBF,White Birch,200,45,280,50
2012,piscataquis,boltwood,MBF,Yellow Birch,142,75,206,12
2012,piscataquis,pulpwood,ton,Aspen/Poplar,12,3,27,62
2012,piscataquis,pulpwood,ton,Cedar,8,1,18,18
2012,piscataquis,pulpwood,ton,Hemlock,6,3,12,40
2012,piscataquis,pulpwood,ton,Mixed Hardwood,11,4,23,109
2012,piscataquis,pulpwood,ton,Spruce & Fir,12,5,26,98
2012,piscataquis,pulpwood,ton,White Pine,5,2,10,28
2012,piscataquis,sawlogs,MBF,Ash,188,55,350,48
2012,piscataquis,sawlogs,MBF,Beech,86,28,235,9
2012,piscataquis,sawlogs,MBF,Cedar,59,26,130,15
2012,piscataquis,sawlogs,MBF,Hemlock,74,30,172,22
2012,piscataquis,sawlogs,MBF,Red Oak,115,110,300,5
2012,piscataquis,sawlogs,MBF,Red Pine,40,36,90,5
2012,piscataquis,sawlogs,MBF,Red/White Maple,201,25,250,58
2012,piscataquis,sawlogs,MBF,Spruce & Fir,109,35,181,65
2012,piscataquis,sawlogs,MBF,Sugar Maple,220,75,450,83
2012,piscataquis,sawlogs,MBF,White Birch,163,77,326,33
2012,piscataquis,sawlogs,MBF,White Pine,154,77,300,44
2012,piscataquis,sawlogs,MBF,Yellow Birch,223,98,502,70
2012,piscataquis,veneer,MBF,Sugar Maple,614,400,1170,42
2012,piscataquis,veneer,MBF,White Birch,611,150,900,39
2012,piscataquis,veneer,MBF,Yellow Birch,728,200,1000,46
2012,sagadahoc,boltwood,MBF,White Birch,58,30,100,16
2012,sagadahoc,pulpwood,ton,Aspen/Poplar,12,2,24,92
2012,sagadahoc,pulpwood,ton,Hemlock,6,2,12,183
2012,sagadahoc,pulpwood,ton,Mixed Hardwood,8,3,20,277
2012,sagadahoc,pulpwood,ton,Red Pine,7,5,9,4
2012,sagadahoc,pulpwood,ton,Spruce & Fir,7,2,20,18
2012,sagadahoc,pulpwood,ton,White Pine,4,2,11,310
2012,sagadahoc,sawlogs,MBF,Ash,155,50,330,68
2012,sagadahoc,sawlogs,MBF,Aspen/Poplar,177,50,282,8
2012,sagadahoc,sawlogs,MBF,Beech,56,15,138,10
2012,sagadahoc,sawlogs,MBF,Hemlock,71,20,169,162
2012,sagadahoc,sawlogs,MBF,Red Oak,204,70,426,202
2012,sagadahoc,sawlogs,MBF,Red Pine,82,20,130,38
2012,sagadahoc,sawlogs,MBF,Red/White Maple,85,30,370,98
2012,sagadahoc,sawlogs,MBF,Spruce & Fir,122,31,221,87
2012,sagadahoc,sawlogs,MBF,Sugar Maple,237,50,408,52
2012,sagadahoc,sawlogs,MBF,White Birch,109,43,192,62
2012,sagadahoc,sawlogs,MBF,White Oak,160,20,355,46
2012,sagadahoc,sawlogs,MBF,White Pine,175,29,320,387
2012,sagadahoc,sawlogs,MBF,Yellow Birch,192,50,415,51
2012,sagadahoc,veneer,MBF,Red Oak,536,252,1000,112
2012,sagadahoc,veneer,MBF,Sugar Maple,396,200,1000,11
2012,sagadahoc,veneer,MBF,White Birch,320,215,500,8
2012,sagadahoc,veneer,MBF,Yellow Birch,513,300,575,9
2012,somerset,boltwood,MBF,White Birch,144,50,370,33
2012,somerset,boltwood,MBF,Yellow Birch,100,72,300,7
